bergeys_taxID;bergeys_genus;bergeys_species;bergeys_speciesStrain;bergeys_misclassified;bergeys_oxygen;bergeys_doublingH
254788;Paeniglutamicibacter;Paeniglutamicibacter kerguelensis;Paeniglutamicibacter kerguelensis;;aerobic;
98672;Arthrobacter;Arthrobacter luteolus;Arthrobacter luteolus;;obligate aerobic;
121291;Arthrobacter;Arthrobacter methylotrophus;Arthrobacter methylotrophus;;aerobic;
163875;Arthrobacter;Arthrobacter monumenti;Arthrobacter monumenti;;anaerobic;
257984;Glutamicibacter;Glutamicibacter mysorens;Glutamicibacter mysorens;;obligate aerobic;
189863;Arthrobacter;Arthrobacter nasiphocae;Arthrobacter nasiphocae;;obligate aerobic;
37929;Glutamicibacter;Glutamicibacter nicotianae;Glutamicibacter nicotianae;;anaerobic;
29320;Paenarthrobacter;Paenarthrobacter nicotinovorans;Paenarthrobacter nicotinovorans;;aerobic;
211146;Paenarthrobacter;Paenarthrobacter nitroguajacolicus;Paenarthrobacter nitroguajacolicus;;obligate aerobic;
409290;Arthrobacter;Arthrobacter oryzae;Arthrobacter oryzae;;aerobic;
271434;Arthrobacter;Arthrobacter parietis;Arthrobacter parietis;;anaerobic;
361575;Pseudarthrobacter;Pseudarthrobacter phenanthrenivorans;Pseudarthrobacter phenanthrenivorans;;aerobic;
271432;Arthrobacter;Arthrobacter pigmenti;Arthrobacter pigmenti;;anaerobic;
37930;Glutamicibacter;Glutamicibacter protophormiae;Glutamicibacter protophormiae;;;
291045;Arthrobacter;Arthrobacter psychrochitiniphilus;Arthrobacter psychrochitiniphilus;;aerobic;
92442;Arthrobacter;Arthrobacter psychrolactophilus;Arthrobacter psychrolactophilus;;obligate aerobic;
257454;Paeniglutamicibacter;Paeniglutamicibacter psychrophenolicus;Paeniglutamicibacter psychrophenolicus;;aerobic;
71253;Arthrobacter;Arthrobacter rhombi;Arthrobacter rhombi;;obligate aerobic;
136274;Arthrobacter;Arthrobacter roseus;Arthrobacter roseus;;aerobic;
172040;Arthrobacter;Arthrobacter russicus;Arthrobacter russicus;;aerobic;
479106;Haematomicrobium;Haematomicrobium sanguinis;Haematomicrobium sanguinis;;obligate aerobic;
158897;Pseudarthrobacter;Pseudarthrobacter scleromae;Pseudarthrobacter scleromae;;obligate aerobic;
453836;Glutamicibacter;Glutamicibacter soli;Glutamicibacter soli;;;
272161;Arthrobacter;Arthrobacter stackebrandtii;Arthrobacter stackebrandtii;;obligate aerobic;
335973;Arthrobacter;Arthrobacter subterraneus;Arthrobacter subterraneus;;anaerobic;
121292;Pseudarthrobacter;Pseudarthrobacter sulfonivorans;Pseudarthrobacter sulfonivorans;;aerobic;
43666;Paeniglutamicibacter;Paeniglutamicibacter sulfureus;Paeniglutamicibacter sulfureus;;;
271433;Arthrobacter;Arthrobacter tecti;Arthrobacter tecti;;anaerobic;
163874;Arthrobacter;Arthrobacter tumbae;Arthrobacter tumbae;;anaerobic;
43667;Glutamicibacter;Glutamicibacter uratoxydans;Glutamicibacter uratoxydans;;aerobic;
156980;Arthrobacter;Arthrobacter woluwensis;Arthrobacter woluwensis;;obligate aerobic;
91915;Asaia;Asaia bogorensis;Asaia bogorensis;;;
110479;Asaia;Asaia siamensis;Asaia siamensis;;;
78587;Asticcacaulis;Asticcacaulis excentricus;Asticcacaulis excentricus;;;
39487;Atopobium;Atopobium fossor;Atopobium fossor;;obligate anaerobic;
1381;Atopobium;Atopobium minutum;Atopobium minutum;;obligate anaerobic;
1382;Atopobium;Atopobium parvulum;Atopobium parvulum;;obligate anaerobic;
1383;Atopobium;Atopobium rimae;Atopobium rimae;;obligate anaerobic;
82135;Atopobium;Atopobium vaginae;Atopobium vaginae;;facultative;
269774;Atopococcus;Atopococcus tabaci;Atopococcus tabaci;;aerobic;
407844;Aureispira;Aureispira maritima;Aureispira maritima;;;
182180;Azoarcus;Azoarcus anaerobius;Azoarcus anaerobius;;anaerobic;
41977;Azoarcus;Azoarcus communis;Azoarcus communis;;;
59406;Azoarcus;Azoarcus evansii;Azoarcus evansii;;anaerobic;
29545;Azoarcus;Azoarcus indigens;Azoarcus indigens;;;
92003;Azoarcus;Azoarcus toluclasticus;Azoarcus toluclasticus;;aerobic;
34027;Azoarcus;Azoarcus tolulyticus;Azoarcus tolulyticus;;aerobic;
92002;Azoarcus;Azoarcus toluvorans;Azoarcus toluvorans;;aerobic;
116849;Azomonas;Azomonas agilis;Azomonas agilis;;;
28077;Nitrospirillum;Nitrospirillum amazonense;Nitrospirillum amazonense;;aerobic;10
192;Azospirillum;Azospirillum brasilense;Azospirillum brasilense;;aerobic;
34011;Niveispirillum;Niveispirillum irakense;Niveispirillum irakense;;aerobic;
52761;Azospirillum;Azospirillum largimobile;Azospirillum largimobile;;microaerophilic;
193;Azospirillum;Azospirillum lipoferum;Azospirillum lipoferum;;aerobic;
353;Azotobacter;Azotobacter chroococcum;Azotobacter chroococcum;;aerobic;
69964;Azotobacter;Azotobacter salinestris;Azotobacter salinestris;;microaerophilic;
354;Azotobacter;Azotobacter vinelandii;Azotobacter vinelandii;;aerobic;
203540;Bacillus;Bacillus aeolius;Bacillus aeolius;;aerobic;
76935;Salipaludibacillus;Salipaludibacillus agaradhaerens;Salipaludibacillus agaradhaerens;;;
1445;Bacillus;Bacillus alcalophilus;Bacillus alcalophilus;;;
225844;Bacillus;Bacillus algicola;Bacillus algicola;;aerobic;
29332;Domibacillus;Domibacillus aminovorans;Domibacillus aminovorans;;obligate aerobic;
1390;Bacillus;Bacillus amyloliquefaciens;Bacillus amyloliquefaciens;;obligate aerobic;
189382;Bacillus;Bacillus aquimaris;Bacillus aquimaris;;aerobic;
85682;Anaerobacillus;Anaerobacillus arseniciselenatis;Anaerobacillus arseniciselenatis;;obligate anaerobic;
1452;Bacillus;Bacillus atrophaeus;Bacillus atrophaeus;;aerobic;
1454;Bacillus;Bacillus azotoformans;Bacillus azotoformans;;anaerobic;
1455;Bacillus;Bacillus badius;Bacillus badius;;aerobic;
220685;Bacillus;Bacillus bataviensis;Bacillus bataviensis;;facultative;
1456;Bacillus;Bacillus benzoevorans;Bacillus benzoevorans;;facultative;
86663;Bacillus;Bacillus carboniphilus;Bacillus carboniphilus;;aerobic;
1396;Bacillus;Bacillus cereus;Bacillus cereus;;facultative;
1397;Bacillus;Bacillus circulans;Bacillus circulans;;facultative;
79879;Bacillus;Bacillus clarkii;Bacillus clarkii;yes;;
79880;Bacillus;Bacillus clausii;Bacillus clausii;;;
1398;Bacillus;Bacillus coagulans;Bacillus coagulans;;facultative;
163879;Bacillus;Bacillus decolorationis;Bacillus decolorationis;;aerobic;
220684;Bacillus;Bacillus drentensis;Bacillus drentensis;;facultative;
61623;Paenibacillus;Paenibacillus edaphicus;Paenibacillus edaphicus;;obligate aerobic;
135735;Bacillus;Bacillus endophyticus;Bacillus endophyticus;;obligate aerobic;
254757;Bacillus;Bacillus farraginis;Bacillus farraginis;;obligate aerobic;
1458;Bacillus;Bacillus fastidiosus;Bacillus fastidiosus;;obligate aerobic;
1399;Bacillus;Bacillus firmus;Bacillus firmus;;facultative;
86664;Bacillus;Bacillus flexus;Bacillus flexus;;obligate aerobic;
254759;Bacillus;Bacillus fordii;Bacillus fordii;;aerobic;
254758;Bacillus;Bacillus fortis;Bacillus fortis;;obligate aerobic;
105229;Bacillus;Bacillus fumarioli;Bacillus fumarioli;;obligate aerobic;
137993;Bacillus;Bacillus funiculus;Bacillus funiculus;;aerobic;
28031;Lysinibacillus;Lysinibacillus fusiformis;Lysinibacillus fusiformis;;obligate aerobic;
217031;Bacillus;Bacillus galactosidilyticus;Bacillus galactosidilyticus;;facultative;
225985;Fictibacillus;Fictibacillus gelatini;Fictibacillus gelatini;;obligate aerobic;
79881;Bacillus;Bacillus gibsonii;Bacillus gibsonii;;;
79882;Bacillus;Bacillus halmapalus;Bacillus halmapalus;;;
86665;Bacillus;Bacillus halodurans;Bacillus halodurans;;;
86666;Salimicrobium;Salimicrobium halophilum;Salimicrobium halophilum;;obligate aerobic;
79883;Bacillus;Bacillus horikoshii;Bacillus horikoshii;;;
77523;Bacillus;Bacillus horti;Bacillus horti;;obligate aerobic;
208199;Bacillus;Bacillus hwajinpoensis;Bacillus hwajinpoensis;;aerobic;
246786;Bacillus;Bacillus indicus;Bacillus indicus;;aerobic;
38072;Bacillus;Bacillus infernus;Bacillus infernus;;obligate anaerobic;
1461;Psychrobacillus;Psychrobacillus insolitus;Psychrobacillus insolitus;;obligate aerobic;
129985;Bacillus;Bacillus jeotgali;Bacillus jeotgali;;facultative;
199441;Bacillus;Bacillus krulwichiae;Bacillus krulwichiae;;facultative;
1467;Bacillus;Bacillus lentus;Bacillus lentus;;obligate aerobic;
1402;Bacillus;Bacillus licheniformis;Bacillus licheniformis;;facultative;
178774;Bacillus;Bacillus luciferensis;Bacillus luciferensis;;facultative;
157733;Anaerobacillus;Anaerobacillus macyae;Anaerobacillus macyae;;obligate anaerobic;
189381;Bacillus;Bacillus marisflavi;Bacillus marisflavi;;aerobic;
1404;Bacillus;Bacillus megaterium;Bacillus megaterium;;aerobic;
1471;Bacillus;Bacillus methanolicus;Bacillus methanolicus;;obligate aerobic;
72360;Bacillus;Bacillus mojavensis;Bacillus mojavensis;;aerobic;
61624;Paenibacillus;Paenibacillus mucilaginosus;Paenibacillus mucilaginosus;;obligate aerobic;
1405;Bacillus;Bacillus mycoides;Bacillus mycoides;;facultative;
52763;Pullulanibacillus;Pullulanibacillus naganoensis;Pullulanibacillus naganoensis;;aerobic;
115979;Bacillus;Bacillus nealsonii;Bacillus nealsonii;;facultative;
101059;Viridibacillus;Viridibacillus neidei;Viridibacillus neidei;;aerobic;
86668;Bacillus;Bacillus niacini;Bacillus niacini;;aerobic;
220687;Bacillus;Bacillus novalis;Bacillus novalis;;facultative;
202611;Lysinibacillus;Lysinibacillus odysseyi;Lysinibacillus odysseyi;;obligate aerobic;
38875;Bacillus;Bacillus oleronius;Bacillus oleronius;;obligate aerobic;
2026187;Bacillus;Bacillus pacificus;Bacillus pacificus;;;
79884;Bacillus;Bacillus pseudalcaliphilus;Bacillus pseudalcaliphilus;;;
79885;Bacillus;Bacillus pseudofirmus;Bacillus pseudofirmus;;;
64104;Bacillus;Bacillus pseudomycoides;Bacillus pseudomycoides;;facultative;
126157;Psychrobacillus;Psychrobacillus psychrodurans;Psychrobacillus psychrodurans;;aerobic;
1407;Bacillus;Bacillus psychrosaccharolyticus;Bacillus psychrosaccharolyticus;;facultative;
126156;Psychrobacillus;Psychrobacillus psychrotolerans;Psychrobacillus psychrotolerans;;obligate aerobic;
1408;Bacillus;Bacillus pumilus;Bacillus pumilus;;aerobic;
101070;Rummeliibacillus;Rummeliibacillus pycnus;Rummeliibacillus pycnus;;aerobic;
1484;Hydrogenibacillus;Hydrogenibacillus schlegelii;Hydrogenibacillus schlegelii;;obligate aerobic;
85683;Bacillus;Bacillus selenitireducens;Bacillus selenitireducens;yes;facultative;
157838;Bacillus;Bacillus shackletonii;Bacillus shackletonii;;aerobic;
76853;Solibacillus;Solibacillus silvestris;Solibacillus silvestris;;aerobic;
1478;Bacillus;Bacillus simplex;Bacillus simplex;;obligate aerobic;
77777;Bacillus;Bacillus siralis;Bacillus siralis;;aerobic;
1479;Bacillus;Bacillus smithii;Bacillus smithii;;facultative;
220688;Bacillus;Bacillus soli;Bacillus soli;;facultative;
119858;Bacillus;Bacillus sonorensis;Bacillus sonorensis;;facultative;
1421;Lysinibacillus;Lysinibacillus sphaericus;Lysinibacillus sphaericus;;aerobic;
46224;Bacillus;Bacillus sporothermodurans;Bacillus sporothermodurans;;aerobic;
285983;Bacillus;Bacillus subterraneus;Bacillus subterraneus;;facultative;
1423;Bacillus;Bacillus subtilis;Bacillus subtilis;;aerobic;
186116;Parageobacillus;Parageobacillus thermantarcticus;Parageobacillus thermantarcticus;;aerobic;
35841;Bacillus;Bacillus thermoamylovorans;Bacillus thermoamylovorans;;facultative;
33939;Bacillus;Bacillus thermocloacae;Bacillus thermocloacae;yes;aerobic;
1428;Bacillus;Bacillus thuringiensis;Bacillus thuringiensis;;facultative;
33943;Kyrpidia;Kyrpidia tusciae;Kyrpidia tusciae;;obligate aerobic;
72361;Bacillus;Bacillus vallismortis;Bacillus vallismortis;;aerobic;
38282;Bacillus;Bacillus vedderi;Bacillus vedderi;yes;facultative;
218284;Bacillus;Bacillus vietnamensis;Bacillus vietnamensis;;aerobic;
220686;Bacillus;Bacillus vireti;Bacillus vireti;;facultative;
1977292;Bacillus;Bacillus xerothermodurans;Bacillus xerothermodurans;;obligate aerobic;
85831;Bacteroides;Bacteroides acidifaciens;Bacteroides acidifaciens;;anaerobic;
106588;Pseudoflavonifractor;Pseudoflavonifractor capillosus;Pseudoflavonifractor capillosus;;;
35825;Pseudobacteroides;Pseudobacteroides cellulosolvens;Pseudobacteroides cellulosolvens;;anaerobic;
46507;Bacteroides;Bacteroides coagulans;Bacteroides coagulans;yes;;
357276;Bacteroides;Bacteroides dorei;Bacteroides dorei;;anaerobic;
338188;Bacteroides;Bacteroides finegoldii;Bacteroides finegoldii;;anaerobic;
817;Bacteroides;Bacteroides fragilis;Bacteroides fragilis;;obligate anaerobic;
384639;Bacteroides;Bacteroides galacturonicus;Bacteroides galacturonicus;;obligate anaerobic;
328812;Parabacteroides;Parabacteroides goldsteinii;Parabacteroides goldsteinii;;anaerobic;
291645;Bacteroides;Bacteroides nordii;Bacteroides nordii;;anaerobic;
384638;Bacteroides;Bacteroides pectinophilus;Bacteroides pectinophilus;yes;obligate anaerobic;
291644;Bacteroides;Bacteroides salyersiae;Bacteroides salyersiae;;anaerobic;
28118;Odoribacter;Odoribacter splanchnicus;Odoribacter splanchnicus;;anaerobic;
384636;Bacteroides;Bacteroides xylanolyticus;Bacteroides xylanolyticus;;anaerobic;
33047;Bartonella;Bartonella vinsonii;Bartonella vinsonii;;;
1022;Beggiatoa;Beggiatoa alba;Beggiatoa alba;;microaerophilic;
31996;Beijerinckia;Beijerinckia derxii;Beijerinckia derxii;;;
1403274;Beijerinckia;Beijerinckia doebereinerae;Beijerinckia doebereinerae;;obligate aerobic;
513651;Beijerinckia;Beijerinckia fluminensis;Beijerinckia fluminensis;;;
533;Beijerinckia;Beijerinckia indica;Beijerinckia indica;;;
231434;Beijerinckia;Beijerinckia mobilis;Beijerinckia mobilis;;;
232259;Belliella;Belliella baltica;Belliella baltica;;;
1683;Bifidobacterium;Bifidobacterium angulatum;Bifidobacterium angulatum;;anaerobic;
28025;Bifidobacterium;Bifidobacterium animalis;Bifidobacterium animalis;;anaerobic;
1684;Bifidobacterium;Bifidobacterium asteroides;Bifidobacterium asteroides;;aerobic;
471511;Bifidobacterium;Bifidobacterium bombi;Bifidobacterium bombi;;anaerobic;
1686;Bifidobacterium;Bifidobacterium catenulatum;Bifidobacterium catenulatum;;anaerobic;
35760;Bifidobacterium;Bifidobacterium choerinum;Bifidobacterium choerinum;;anaerobic;
1687;Bifidobacterium;Bifidobacterium coryneforme;Bifidobacterium coryneforme;;anaerobic;
1688;Bifidobacterium;Bifidobacterium cuniculi;Bifidobacterium cuniculi;;anaerobic;
1689;Bifidobacterium;Bifidobacterium dentium;Bifidobacterium dentium;;anaerobic;
78342;Bifidobacterium;Bifidobacterium gallicum;Bifidobacterium gallicum;;;
78344;Bifidobacterium;Bifidobacterium gallinarum;Bifidobacterium gallinarum;;anaerobic;
1691;Bifidobacterium;Bifidobacterium indicum;Bifidobacterium indicum;;facultative;
216816;Bifidobacterium;Bifidobacterium longum;Bifidobacterium longum;;anaerobic;
1692;Bifidobacterium;Bifidobacterium magnum;Bifidobacterium magnum;;anaerobic;
78345;Bifidobacterium;Bifidobacterium merycicum;Bifidobacterium merycicum;;anaerobic;
1693;Bifidobacterium;Bifidobacterium minimum;Bifidobacterium minimum;;anaerobic;
518643;Bifidobacterium;Bifidobacterium mongoliense;Bifidobacterium mongoliense;;aerobic;
28026;Bifidobacterium;Bifidobacterium pseudocatenulatum;Bifidobacterium pseudocatenulatum;;anaerobic;
1694;Bifidobacterium;Bifidobacterium pseudolongum;Bifidobacterium pseudolongum;;anaerobic;
218140;Bifidobacterium;Bifidobacterium psychraerophilum;Bifidobacterium psychraerophilum;;anaerobic;
78448;Bifidobacterium;Bifidobacterium pullorum;Bifidobacterium pullorum;;anaerobic;
78346;Bifidobacterium;Bifidobacterium ruminantium;Bifidobacterium ruminantium;;anaerobic;
78257;Bifidobacterium;Bifidobacterium saeculare;Bifidobacterium saeculare;;anaerobic;
158787;Bifidobacterium;Bifidobacterium scardovii;Bifidobacterium scardovii;;facultative;
77635;Bifidobacterium;Bifidobacterium subtile;Bifidobacterium subtile;;anaerobic;
246618;Bifidobacterium;Bifidobacterium thermacidophilum;Bifidobacterium thermacidophilum;;anaerobic;
356829;Bifidobacterium;Bifidobacterium tsurumiense;Bifidobacterium tsurumiense;;anaerobic;
35833;Bilophila;Bilophila wadsworthia;Bilophila wadsworthia;;anaerobic;
291187;Bizionia;Bizionia algoritergicola;Bizionia algoritergicola;;;
291188;Bizionia;Bizionia gelidisalsuginis;Bizionia gelidisalsuginis;;;
291186;Bizionia;Bizionia myxarmorum;Bizionia myxarmorum;;;
283786;Bizionia;Bizionia paragorgiae;Bizionia paragorgiae;;;
291189;Bizionia;Bizionia saleffrena;Bizionia saleffrena;;;
34013;Rhizobium;Rhizobium aggregatum;Rhizobium aggregatum;;;
34014;Pararhizobium;Pararhizobium capsulatum;Pararhizobium capsulatum;;;
328552;Bradyrhizobium;Bradyrhizobium denitrificans;Bradyrhizobium denitrificans;;anaerobic;
1653830;Blastobacter;Blastobacter henricii;Blastobacter henricii;;;
110;Xanthobacter;Xanthobacter viscosus;Xanthobacter viscosus;;;
1079;Blastochloris;Blastochloris viridis;Blastochloris viridis;;facultative;
38502;Blastococcus;Blastococcus aggregatus;Blastococcus aggregatus;;microaerophilic;
351224;Blastococcus;Blastococcus jejuensis;Blastococcus jejuensis;;aerobic;
138336;Blastococcus;Blastococcus saxobsidens;Blastococcus saxobsidens;;aerobic;
124;Blastopirellula;Blastopirellula marina;Blastopirellula marina;;;
520;Bordetella;Bordetella pertussis;Bordetella pertussis;;;
123899;Bordetella;Bordetella trematum;Bordetella trematum;;aerobic;
143;Borrelia;Borrelia anserina;Borrelia anserina;;;
139;Borreliella;Borreliella burgdorferi;Borreliella burgdorferi;;microaerophilic;
1653836;Borrelia;Borrelia harveyi;Borrelia harveyi;;;
44449;Borrelia;Borrelia recurrentis;Borrelia recurrentis;;;
43082;Borrelia;Borrelia theileri;Borrelia theileri;;;
229155;Borrelia;Borrelia turcica;Borrelia turcica;;;5.1
53254;Bosea;Bosea thiooxidans;Bosea thiooxidans;;anaerobic;
47845;Brachybacterium;Brachybacterium alimentarium;Brachybacterium alimentarium;;facultative;
47846;Brachybacterium;Brachybacterium conglomeratum;Brachybacterium conglomeratum;;aerobic;
43669;Brachybacterium;Brachybacterium faecium;Brachybacterium faecium;;aerobic;
173363;Brachybacterium;Brachybacterium fresconis;Brachybacterium fresconis;;anaerobic;
219301;Brachybacterium;Brachybacterium muris;Brachybacterium muris;;aerobic;
47847;Brachybacterium;Brachybacterium nesterenkovii;Brachybacterium nesterenkovii;;facultative;
396014;Brachybacterium;Brachybacterium phenoliresistens;Brachybacterium phenoliresistens;;facultative;
173361;Brachybacterium;Brachybacterium rhamnosum;Brachybacterium rhamnosum;;aerobic;
173364;Brachybacterium;Brachybacterium sacelli;Brachybacterium sacelli;;anaerobic;
47848;Brachybacterium;Brachybacterium tyrofermentans;Brachybacterium tyrofermentans;;facultative;
416230;Brachybacterium;Brachybacterium zhongshanense;Brachybacterium zhongshanense;;anaerobic;
159;Brachyspira;Brachyspira hyodysenteriae;Brachyspira hyodysenteriae;;anaerobic;
13264;Brachyspira;Brachyspira innocens;Brachyspira innocens;;;3
51101;Brevibacillus;Brevibacillus agri;Brevibacillus agri;;obligate aerobic;
45462;Brevibacillus;Brevibacillus borstelensis;Brevibacillus borstelensis;;obligate aerobic;
1393;Brevibacillus;Brevibacillus brevis;Brevibacillus brevis;;obligate aerobic;
54910;Brevibacillus;Brevibacillus centrosporus;Brevibacillus centrosporus;;obligate aerobic;
54911;Brevibacillus;Brevibacillus choshinensis;Brevibacillus choshinensis;;obligate aerobic;
54913;Brevibacillus;Brevibacillus formosus;Brevibacillus formosus;;obligate aerobic;
363854;Brevibacillus;Brevibacillus ginsengisoli;Brevibacillus ginsengisoli;;aerobic;
173959;Brevibacillus;Brevibacillus invocatus;Brevibacillus invocatus;;obligate aerobic;
1465;Brevibacillus;Brevibacillus laterosporus;Brevibacillus laterosporus;;facultative;
278990;Brevibacillus;Brevibacillus levickii;Brevibacillus levickii;;microaerophilic;
267745;Brevibacillus;Brevibacillus limnophilus;Brevibacillus limnophilus;;obligate aerobic;
54914;Brevibacillus;Brevibacillus parabrevis;Brevibacillus parabrevis;;obligate aerobic;
54915;Brevibacillus;Brevibacillus reuszeri;Brevibacillus reuszeri;;obligate aerobic;
