corkrey_taxID;corkrey_genus;corkrey_species;corkrey_speciesStrain;corkrey_growthTemp;corkrey_oxygen;corkrey_trophy;corkrey_doublingH;corkrey_ref
180;Leptospirillum;Leptospirillum ferrooxidans;Leptospirillum ferrooxidans;35;aerobic;heterotroph;7.69;Franzmann PD, Haddad CM, Hawkes RB, Robertson WJ, Plumb JJ. Effects of temperature on the rates of iron and sulfur oxidation by selected bioleaching Bacteria and Archaea: Application of the Ratkowsky equation. Miner Eng. 2005
920;Acidithiobacillus;Acidithiobacillus ferrooxidans;Acidithiobacillus ferrooxidans;31;facultative;heterotroph;386.11;Franzmann PD, Haddad CM, Hawkes RB, Robertson WJ, Plumb JJ. Effects of temperature on the rates of iron and sulfur oxidation by selected bioleaching Bacteria and Archaea: Application of the Ratkowsky equation. Miner Eng. 2005
930;Acidithiobacillus;Acidithiobacillus thiooxidans;Acidithiobacillus thiooxidans;29.6;facultative;heterotroph;73.64;Franzmann PD, Haddad CM, Hawkes RB, Robertson WJ, Plumb JJ. Effects of temperature on the rates of iron and sulfur oxidation by selected bioleaching Bacteria and Archaea: Application of the Ratkowsky equation. Miner Eng. 2005
29291;Methanococcoides;Methanococcoides burtonii;Methanococcoides burtonii;22.5;anaerobic;heterotroph;82.54;Franzmann PD, Springer N, Ludwig W, Conway de Macario E, Rohde M. A methanogenic Archaeon from Ace Lake, Antarctica: Methanococcoides burtonii sp. nov. Syst Appl Microbiol. 1992
644;Aeromonas;Aeromonas hydrophila;Aeromonas hydrophila;30.9;facultative;heterotroph;0.38;Hayward LJ. Predictive microbiology of Aeromonas hydrophila: the effect of temperature and water activity on the growth of Aeromonas hydrophila, B.Sc. (Honours) Thesis. Hobart: University of Tasmania
2247;Halorubrum;Halorubrum lacusprofundi;Halorubrum lacusprofundi;34.8;aerobic;heterotroph;25.71;McMeekin TA, Franzmann PD. Effect of temperature on the growth rates of halotolerant and halophilic Bacteria isolated from Antarctic saline lakes. Polar Biol. 1988
571;Klebsiella;Klebsiella oxytoca;Klebsiella oxytoca;37;facultative;heterotroph;11.71;Mellefont L. Predictive model development and lag phase characterisation for applications in the meat industry, PhD Thesis. Hobart: University of Tasmania
294;Pseudomonas;Pseudomonas fluorescens;Pseudomonas fluorescens;30.4;aerobic;heterotroph;0.49;Neumeyer K. Modelling pseudomonad growth in milk and milk-based products, MSc Thesis. Hobart: University of Tasmania
303;Pseudomonas;Pseudomonas putida;Pseudomonas putida;31.2;aerobic;heterotroph;0.42;Neumeyer K. Modelling pseudomonad growth in milk and milk-based products, MSc Thesis. Hobart: University of Tasmania
2018083;Gelidibacter;Gelidibacter sp.;Gelidibacter sp.;24.3;aerobic;heterotroph;6.21;Nichols DS, Greenhill AR, Shadbolt CT, Ross T, McMeekin TA. Physicochemical parameters for the growth of sea ice bacteria Glaciecola punicea ACAM 611T and Gelidibacter sp. Strain IC158. Appl Environ Microbiol. 1999
56804;Glaciecola;Glaciecola punicea;Glaciecola punicea;13.7;aerobic;heterotroph;12.85;Nichols DS, Greenhill AR, Shadbolt CT, Ross T, McMeekin TA. Physicochemical parameters for the growth of sea ice bacteria Glaciecola punicea ACAM 611T and Gelidibacter sp. Strain IC158. Appl Environ Microbiol. 1999
56813;Shewanella;Shewanella gelidimarina;Shewanella gelidimarina;15.9;facultative;heterotroph;1.64;Nichols DS, Olley J, Garda J, Brenner RR, McMeekin T. Effect of temperature and salinity stress on growth and lipid composition of Shewanella gelidmarina. Appl Environ Microbiol. 2000
28442;Haloarcula;Haloarcula vallismortis;Haloarcula vallismortis;47;aerobic;heterotroph;2.91;Robinson JL, Pyzyna B, Atrasz RG, Henderson CA, Morrill KL, Burd AM, et al. Growth Kinetics of Extremely Halophilic Archaea (Family Halobacteriaceae) as Revealed by Arrhenius Plots. J Bacteriol. 2005 February
43928;Halobaculum;Halobaculum gomorrense;Halobaculum gomorrense;45;aerobic;heterotroph;2.57;Robinson JL, Pyzyna B, Atrasz RG, Henderson CA, Morrill KL, Burd AM, et al. Growth Kinetics of Extremely Halophilic Archaea (Family Halobacteriaceae) as Revealed by Arrhenius Plots. J Bacteriol. 2005 February
2250;Halococcus;Halococcus morrhuae;Halococcus morrhuae;51;aerobic;heterotroph;1.46;Robinson JL, Pyzyna B, Atrasz RG, Henderson CA, Morrill KL, Burd AM, et al. Growth Kinetics of Extremely Halophilic Archaea (Family Halobacteriaceae) as Revealed by Arrhenius Plots. J Bacteriol. 2005 February
2246;Haloferax;Haloferax volcanii;Haloferax volcanii;45;aerobic;heterotroph;1.84;Robinson JL, Pyzyna B, Atrasz RG, Henderson CA, Morrill KL, Burd AM, et al. Growth Kinetics of Extremely Halophilic Archaea (Family Halobacteriaceae) as Revealed by Arrhenius Plots. J Bacteriol. 2005 February
60847;Halogeometricum;Halogeometricum borinquense;Halogeometricum borinquense;49;aerobic;heterotroph;1.71;Robinson JL, Pyzyna B, Atrasz RG, Henderson CA, Morrill KL, Burd AM, et al. Growth Kinetics of Extremely Halophilic Archaea (Family Halobacteriaceae) as Revealed by Arrhenius Plots. J Bacteriol. 2005 February
2248;Halorubrum;Halorubrum saccharovorum;Halorubrum saccharovorum;45;aerobic;heterotroph;3.03;Robinson JL, Pyzyna B, Atrasz RG, Henderson CA, Morrill KL, Burd AM, et al. Growth Kinetics of Extremely Halophilic Archaea (Family Halobacteriaceae) as Revealed by Arrhenius Plots. J Bacteriol. 2005 February
62320;Haloterrigena;Haloterrigena turkmenica;Haloterrigena turkmenica;51;aerobic;heterotroph;1.5;Robinson JL, Pyzyna B, Atrasz RG, Henderson CA, Morrill KL, Burd AM, et al. Growth Kinetics of Extremely Halophilic Archaea (Family Halobacteriaceae) as Revealed by Arrhenius Plots. J Bacteriol. 2005 February
64602;Natrialba;Natrialba asiatica;Natrialba asiatica;45;aerobic;heterotroph;2.59;Robinson JL, Pyzyna B, Atrasz RG, Henderson CA, Morrill KL, Burd AM, et al. Growth Kinetics of Extremely Halophilic Archaea (Family Halobacteriaceae) as Revealed by Arrhenius Plots. J Bacteriol. 2005 February
69525;Natrinema;Natrinema pellirubrum;Natrinema pellirubrum;51;aerobic;heterotroph;1.87;Robinson JL, Pyzyna B, Atrasz RG, Henderson CA, Morrill KL, Burd AM, et al. Growth Kinetics of Extremely Halophilic Archaea (Family Halobacteriaceae) as Revealed by Arrhenius Plots. J Bacteriol. 2005 February
44930;Natronobacterium;Natronobacterium gregoryi;Natronobacterium gregoryi;47;aerobic;heterotroph;2;Robinson JL, Pyzyna B, Atrasz RG, Henderson CA, Morrill KL, Burd AM, et al. Growth Kinetics of Extremely Halophilic Archaea (Family Halobacteriaceae) as Revealed by Arrhenius Plots. J Bacteriol. 2005 February
29288;Natronococcus;Natronococcus occultus;Natronococcus occultus;45;aerobic;heterotroph;2.77;Robinson JL, Pyzyna B, Atrasz RG, Henderson CA, Morrill KL, Burd AM, et al. Growth Kinetics of Extremely Halophilic Archaea (Family Halobacteriaceae) as Revealed by Arrhenius Plots. J Bacteriol. 2005 February
2257;Natronomonas;Natronomonas pharaonis;Natronomonas pharaonis;43;aerobic;heterotroph;2.16;Robinson JL, Pyzyna B, Atrasz RG, Henderson CA, Morrill KL, Burd AM, et al. Growth Kinetics of Extremely Halophilic Archaea (Family Halobacteriaceae) as Revealed by Arrhenius Plots. J Bacteriol. 2005 February
1639;Listeria;Listeria monocytogenes;Listeria monocytogenes;35.4;facultative;heterotroph;0.43;Ross T. A philosophy for the development of kinetic models in predictive microbiology, PhD Thesis. Hobart: University of Tasmania
562;Escherichia;Escherichia coli;Escherichia coli;38.5;facultative;heterotroph;0.18;Salter MA, Ross T, McMeekin TA. Applicability of a model for nonpathogenic Escherichia coli for predicting the growth of pathogenic Escherichia coli. J Appl Microbiol. 1998
153151;Geobacillus;Geobacillus toebii;Geobacillus toebii;68;aerobic;heterotroph;2;Poli A, Romano I, Caliendo G, Nicolaus G, Orlando P, de Falco A, et al. Geobacillus toebii subsp. decanicus subsp. nov., a hydrocarbondegrading, heavy metal resistant bacterium from hot compost. J Gen Appl Microbiol. 2006
330922;Psychrobacter;Psychrobacter cryopegella;Psychrobacter cryopegella;22;aerobic;heterotroph;2.62;Bakermans C, Nealson KH. Relationship of critical temperature to macromolecular synthesis and growth yield in Psychrobacter cryopegella. J Bacteriol. 2004
947013;Chryseolinea;Chryseolinea serpens;Chryseolinea serpens;25;aerobic;heterotroph;0.63;Kim JJ, Alkawally M, Brady AL, Rijpstra WIC, DamsteÃƒÃ… JSS, Dunfield PF. Chryseolinea serpens gen. nov., sp. nov., a member of the phylum Bacteroidetes isolated from soil. Int J Syst Evol Microbiol. 2013
33938;Geobacillus;Geobacillus gargensis;Geobacillus gargensis;62.5;aerobic;heterotroph;2.5;Nazina TN, Lebedeva EV, Poltaraus AB, Tourova TP, Grigoryan AA, Sokolova DS, et al. Geobacillus gargensis sp. nov., a novel thermophile from a hot spring, and the reclassification of Bacillus vulcani as Geobacillus vulcani comb. nov. Int J Syst Evol Microbiol. 2004
759412;Natranaerobius;Natranaerobius trueperi;Natranaerobius trueperi;52;anaerobic;heterotroph;3;Mesbah NM, Wiegel J. Natronovirga wadinatrunensis gen. nov., sp. nov. and Natranaerobius trueperi sp. nov., halophilic, alkalithermophilic micro-organisms from soda lakes of the Wadi An Natrun, Egypt. Int J Syst Evol Microbiol. 2009
759415;Natronovirga;Natronovirga wadinatrunensis;Natronovirga wadinatrunensis;51;anaerobic;heterotroph;2;Mesbah NM, Wiegel J. Natronovirga wadinatrunensis gen. nov., sp. nov. and Natranaerobius trueperi sp. nov., halophilic, alkalithermophilic micro-organisms from soda lakes of the Wadi An Natrun, Egypt. Int J Syst Evol Microbiol. 2009
520762;Thermotalea;Thermotalea metallivorans;Thermotalea metallivorans;50;anaerobic;heterotroph;6.7;Ogg CD, Patel BKC. Thermotalea metallivorans gen. nov., sp. nov., a thermophilic, anaerobic bacterium from the Great Artesian Basin of Australia aquifer. Int J Syst Evol Microbiol. 2009
167964;Anaerolinea;Anaerolinea thermophila;Anaerolinea thermophila;55;anaerobic;heterotroph;72;Sekiguchi Y, Yamada T, Hanada S, Ohashi A, Harada H, Kamagata Y. Anaerolinea thermophila gen. nov., sp. nov. and Caldilinea aerophila gen. nov., sp. nov., novel filamentous thermophiles that represent a previously uncultured lineage of the domain Bacteria at the subphylum level. Int J Syst Evol Microbiol. 2003
133453;Caldilinea;Caldilinea aerophila;Caldilinea aerophila;55;aerobic;heterotroph;5;Sekiguchi Y, Yamada T, Hanada S, Ohashi A, Harada H, Kamagata Y. Anaerolinea thermophila gen. nov., sp. nov. and Caldilinea aerophila gen. nov., sp. nov., novel filamentous thermophiles that represent a previously uncultured lineage of the domain Bacteria at the subphylum level. Int J Syst Evol Microbiol. 2003
1076695;Halanaerobium;Halanaerobium sehlinense;Halanaerobium sehlinense;43;anaerobic;heterotroph;2.2;Abdeljabbar H, Cayol JL, Hania WB, Boudabous A, Sadfi N, Fardeau ML. Halanaerobium sehlinense sp. nov., an extremely halophilic, fermentative, strictly anaerobic bacterium from sediments of the hypersaline lake Sehline Sebkha. Int J Syst Evol Microbiol. 2013
287535;Balneola;Balneola vulgaris;Balneola vulgaris;30;aerobic;heterotroph;3.14;Urios L, AgogueÃƒÃ… H, Lesongeur F, Stackebrandt E, Lebaron P. Balneola vulgaris gen. nov., sp. nov., a member of the phylum Bacteroidetes from the north-western Mediterranean Sea. Int J Syst Evol Microbiol. 2006
1110389;Verminephrobacter;Verminephrobacter aporrectodeae;Verminephrobacter aporrectodeae;20;microaerophilic;heterotroph;15.6;Lund MB, SchaÃƒÃ tzle S, Schramm A, Kjeldsen KU. Verminephrobacter aporrectodeae sp. nov. subsp. tuberculatae and subsp. caliginosae, the specific nephridial symbionts of the earthworms Aporrectodea tuberculata and A. caliginosa. Antonie van Leeuwenhoek. 2012
364317;Verminephrobacter;Verminephrobacter eiseniae;Verminephrobacter eiseniae;25;aerobic;heterotroph;6.5;Pinel N, Davidson SK, Stahl DA. Verminephrobacter eiseniae gen. nov., sp. nov., a nephridial symbiont of the earthworm Eisenia foetida (Savigny). Int J Syst Evol Microbiol. 2008
40549;Thermoanaerobacterium;Thermoanaerobacterium sp.;Thermoanaerobacterium sp.;50;anaerobic;heterotroph;1.24;Orlygsson J, Baldursson SRB. Phylogenetic and physiological studies of four hydrogen-producing thermoanaerobes from Icelandic geothermal areas. Icel Agric Sci. 2007
496831;Thermovorax;Thermovorax subterraneus;Thermovorax subterraneus;71;anaerobic;heterotroph;4.9;MaÃƒÃ kinen AE, Kaksonen AH, Puhakka JA. Thermovorax subterraneus, gen. nov., sp. nov., a thermophilic hydrogen-producing bacterium isolated from geothermally active underground mine. Extremophiles. 2009
710190;Methanobacterium;Methanobacterium petrolearium;Methanobacterium petrolearium;35;anaerobic;heterotroph;39.5;Mori K, Harayama S. Methanobacterium petrolearium sp. nov. and Methanobacterium ferruginis sp. nov., mesophilic methanogens isolated from salty environments. Int J Syst Evol Microbiol. 2011
227598;Thermococcus;Thermococcus celericrescens;Thermococcus celericrescens;79.8;anaerobic;heterotroph;0.23;Kuwabara T, Minaba M, Ogi N, Kamekura M. Thermococcus celericrescens sp. nov., a fast-growing and cell-fusing hyperthermophilic archaeon from a deep-sea hydrothermal vent. Int J Syst Evol Microbiol. 2007
676965;Moorella;Moorella humiferrea;Moorella humiferrea;65;anaerobic;heterotroph;2.1;Nepomnyashchaya YN, Slobodkina GB, Baslerov RV, Chernyh NA, Bonch-Osmolovskaya EA, Netrusov AI, et al. Moorella humiferrea sp. nov., a thermophilic, anaerobic bacterium capable of growth via electron shuttling between humic acid and Fe (III). Int J Syst Evol Microbiol. 2012
187878;Thermococcus;Thermococcus gammatolerans;Thermococcus gammatolerans;89.4;anaerobic;heterotroph;1.77;Jolivet E, Lâ€šÃ„Ã´Haridon S, Corre E, Forterre P, Prieur D. Thermococcus gammatolerans sp. nov., a hyperthermophilic archaeon from a deep-sea hydrothermal vent that resists ionizing radiation. Int J Syst Evol Microbiol. 2003
460873;Sulfurihydrogenibium;Sulfurihydrogenibium kristjanssonii;Sulfurihydrogenibium kristjanssonii;67.8;aerobic;heterotroph;1.31;Flores GE, Liu Y, Ferrera I, Beveridge TJ, Reysenbach AL. Sulfurihydrogenibium kristjanssonii sp. nov., a hydrogen-and sulfur-oxidizing thermophile isolated from a terrestrial Icelandic hot spring. Int J Syst Evol Microbiol. 2008
173480;Gemmatimonas;Gemmatimonas aurantiaca;Gemmatimonas aurantiaca;30;aerobic;heterotroph;12;Zhang H, Sekiguchi Y, Hanada S, Hugenholtz P, Kim H, Kamagata Y, et al. Gemmatimonas aurantiaca gen. nov., sp. nov., a Gram-negative, aerobic, polyphosphate-accumulating micro-organism, the first cultured representative of the new bacterial phylum Gemmatimonadetes phyl. nov. Int J Syst Evol Microbiol. 2003
660294;Thermosipho;Thermosipho affectus;Thermosipho affectus;70;anaerobic;heterotroph;0.53;Podosokorskaya OA, Kublanov IV, Reysenbach AL, Kolganova TV, Bonch-Osmolovskaya EA. Thermosipho affectus sp. nov., a thermophilic, anaerobic, cellulolytic bacterium isolated from a Mid-Atlantic Ridge hydrothermal vent. Int J Syst Evol Microbiol. 2011
203471;Tepidiphilus;Tepidiphilus margaritifer;Tepidiphilus margaritifer;50;aerobic;heterotroph;1;Manaia CM, Nogales B, Nunes OC. Tepidiphilus margaritifer gen. nov., sp. nov., isolated from a thermophilic aerobic digester. Int J Syst Evol Microbiol. 2003
277988;Thermococcus;Thermococcus thioreducens;Thermococcus thioreducens;84;anaerobic;heterotroph;0.5;Pikuta EV, Marsic D, Itoh T, Bej AK, Tang J, Whitman WB, et al. Thermococcus thioreducens sp. nov., a novel hyperthermophilic, obligately sulfur-reducing archaeon from a deep-sea hydrothermal vent. Int J Syst Evol Microbiol. 2007
380685;Thermosipho;Thermosipho globiformans;Thermosipho globiformans;68.1;anaerobic;heterotroph;0.28;Kuwabara T, Kawasaki A, Uda I, Sugai A. Thermosipho globiformans sp. nov., an anaerobic thermophilic bacterium that transforms into multicellular spheroids with a defect in peptidoglycan formation. Int J Syst Evol Microbiol. 2011
195522;Thermococcus;Thermococcus nautili;Thermococcus nautili;87.8;anaerobic;heterotroph;0.95;Gorlas A, Croce O, Oberto J, Gauliard E, Forterre P, Marguet E. Thermococcus nautili sp. nov., a hyperthermophilic archaeon isolated from a hydrothermal deep-sea vent. Int J Syst Evol Microbiol. 2014
238991;Thermosipho;Thermosipho atlanticus;Thermosipho atlanticus;65;anaerobic;heterotroph;1.2;Urios L, Cueff-Gauchard V, Pignet P, Postec A, Fardeau ML, Ollivier B, et al. Thermosipho atlanticus sp. nov., a novel member of the Thermotogales isolated from a Mid-Atlantic Ridge hydrothermal vent. Int J Syst Evol Microbiol. 2004
416586;Selenomonas;Selenomonas bovis;Selenomonas bovis;39;anaerobic;heterotroph;2.3;Zhang K, Dong X. Selenomonas bovis sp. nov., isolated from yak rumen contents. Int J Syst Evol Microbiol. 2009
252966;Mahella;Mahella australiensis;Mahella australiensis;50;anaerobic;heterotroph;11;Salinas MB, Fardeau ML, Thomas P, Cayol JL, Patel BK, Ollivier B. Mahella australiensis gen. nov., sp. nov., a moderately thermophilic anaerobic bacterium isolated from an Australian oil well. Int J Syst Evol Microbiol. 2004
496866;Thermoanaerobacter;Thermoanaerobacter pseudethanolicus;Thermoanaerobacter pseudethanolicus;65;anaerobic;heterotroph;1.25;Onyenwoke RU, Kevbrin VV, Lysenko AM, Wiegel J. Thermoanaerobacter pseudethanolicus sp. nov., a thermophilic heterotrophic anaerobe from Yellowstone National Park. Int J Syst Evol Microbiol. 2007
86166;Thermodesulfovibrio;Thermodesulfovibrio aggregans;Thermodesulfovibrio aggregans;60;anaerobic;heterotroph;24;Sekiguchi Y, Muramatsu M, Imachi H, Narihiro T, Ohashi A, Harada H, et al. Thermodesulfovibrio aggregans sp. nov. and Thermodesulfovibrio thiophilus sp. nov., anaerobic, thermophilic, sulfate-reducing bacteria isolated from thermophilic methanogenic sludge, and emended description of the genus Thermodesulfovibrio. Int J Syst Evol Microbiol. 2008
697197;Methylothermus;Methylothermus subterraneus;Methylothermus subterraneus;57.5;aerobic;heterotroph;2.3;Hirayama H, Suzuki Y, Abe M, Miyazaki M, Makita H, Inagaki F, et al. Methylothermus subterraneus sp. nov., a moderately thermophilic methanotroph isolated from a terrestrial subsurface hot aquifer. Int J Syst Evol Microbiol. 2011
1123352;Tepidimicrobium;Tepidimicrobium xylanilyticum;Tepidimicrobium xylanilyticum;60;anaerobic;heterotroph;4.1;Niu L, Song L, Liu X, Dong X. Tepidimicrobium xylanilyticum sp. nov., an anaerobic xylanolytic bacterium, and emended description of the genus Tepidimicrobium. Int J Syst Evol Microbiol. 2009
